user_page,author_id,validation_level,rank_level,username,rank,role,forum_role_title,title_next_leveling,badges
space-uid-678262.html,U00074,,level_4,德**者,20.0,崭露头角,,"崭露头角, 积分 38, 距离下一级还需 13 积分",['我爱企鹅']
space-uid-2736019.html,U00075,,level_3,为****人,10.0,仁者爱医,,"仁者爱医, 积分 6, 距离下一级还需 15 积分",['持之以恒LV1']
space-uid-7044782.html,U00076,,level_0,u****0,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-524399.html,U00077,md1_validated,level_4,何*可,20.0,崭露头角,,"崭露头角, 积分 26, 距离下一级还需 25 积分","['持之以恒LV1', '实名认证', '医师资格认证']"
space-uid-1076604.html,U00078,,level_3,陈****8,10.0,仁者爱医,,"仁者爱医, 积分 18, 距离下一级还需 3 积分",[]
space-uid-2490223.html,U00079,,level_3,荆*俊,10.0,仁者爱医,,"仁者爱医, 积分 8, 距离下一级还需 13 积分",['持之以恒LV2']
space-uid-1120288.html,U00080,md1_validated,level_0,s****6,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '医师资格认证']"
space-uid-2588387.html,U00081,,level_0,月****8,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-2498583.html,U00082,,level_3,c***d,10.0,仁者爱医,,"仁者爱医, 积分 6, 距离下一级还需 15 积分",[]
space-uid-625349.html,U00083,md1_validated,level_4,a****3,20.0,崭露头角,,"崭露头角, 积分 28, 距离下一级还需 23 积分","['持之以恒LV1', '实名认证', '医师资格认证', '2级爱心天使勋章', '我爱企鹅', '快问医生', '资质认证', '权威医生']"
space-uid-7865.html,U00084,realid_validated,unk,a****i,30.0,医界有名,,"医界有名, 积分 119, 距离下一级还需 32 积分","['晋级四级', '晋级一级', '我爱企鹅', '实名认证', '持之以恒LV2', '人见人爱LV3']"
space-uid-21957.html,U00085,,unk,9*8,30.0,医界有名,,"医界有名, 积分 93, 距离下一级还需 58 积分","['15周年', '评论达人LV4', '中秋', '持之以恒LV3', '人见人爱LV1']"
space-uid-963964.html,U00086,md1_validated,unk,z****5,16.0,,,,"['实名认证', '医师资格认证', '快问医生', '资质认证']"
space-uid-493953.html,U00087,md4_validated,level_6,h****q,40.0,医名赫赫,,"医名赫赫, 积分 250, 距离下一级还需 101 积分","['实名认证', '医师资格认证', '主任医师高级职称认证']"
space-uid-151936.html,U00088,md1_validated,unk,北**雪,32.0,,爱心天使,,"['蓝钻晋级', '晋级四级', '晋级三级', '晋级二级', '晋级一级', '医师资格认证', '实名认证', '持之以恒LV4']"
space-uid-539768.html,U00089,,level_7,2****8,50.0,大医至诚,,"大医至诚, 积分 561, 距离下一级还需 140 积分",['持之以恒LV1']
space-uid-545878.html,U00090,,level_3,吾*医,10.0,仁者爱医,,"仁者爱医, 积分 17, 距离下一级还需 4 积分",[]
space-uid-695167.html,U00091,,unk,罗****日,30.0,医界有名,,"医界有名, 积分 58, 距离下一级还需 93 积分",[]
space-uid-271689.html,U00092,md2_validated,level_4,m****6,20.0,崭露头角,,"崭露头角, 积分 49, 距离下一级还需 2 积分","['持之以恒LV1', '实名认证', '主治医师中级职称认证', '人见人爱LV1']"
space-uid-823807.html,U00093,md_validated,level_1,王**子,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['我爱企鹅', '快问医生', '资质认证']"
space-uid-612015.html,U00094,,unk,术*,30.0,医界有名,,"医界有名, 积分 96, 距离下一级还需 55 积分",['持之以恒LV1']
space-uid-506365.html,U00095,,level_1,w****r,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分",[]
space-uid-286445.html,U00096,md1_validated,unk,a****4,30.0,医界有名,,"医界有名, 积分 66, 距离下一级还需 85 积分","['医师资格认证', '人见人爱LV4', '持之以恒LV4', '我爱企鹅']"
space-uid-4103641.html,U00097,,level_0,l****7,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6991684.html,U00098,,level_0,u****0,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-5932487.html,U00099,,level_0,h****0,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['持之以恒LV2']
space-uid-4112837.html,U00100,,level_0,x****8,,访问学者,2013-9-1 21:57 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-485056.html,U00101,md1_validated,level_2,d****8,5.0,杏林医者,,"杏林医者, 积分 3, 距离下一级还需 2 积分","['实名认证', '医师资格认证', '快问医生', '资质认证']"
space-uid-7044884.html,U00102,,level_0,u****8,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4456525.html,U00103,md3_validated,unk,比**足,32.0,,心电图专业组,,"['实名认证', '副主任医师副高职称认证', '持之以恒LV5']"
space-uid-1151733.html,U00104,,level_4,我**村,20.0,崭露头角,,"崭露头角, 积分 31, 距离下一级还需 20 积分","['70后', '马']"
space-uid-116254.html,U00105,,level_3,听*,10.0,仁者爱医,,"仁者爱医, 积分 17, 距离下一级还需 4 积分","['我爱企鹅', '持之以恒LV4']"
space-uid-1105738.html,U00106,,level_1,y****6,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分",[]
space-uid-950019.html,U00107,md2_validated,level_3,t****i,10.0,仁者爱医,,"仁者爱医, 积分 13, 距离下一级还需 8 积分","['实名认证', '主治医师中级职称认证', '持之以恒LV3']"
space-uid-807740.html,U00108,,unk,林**人,30.0,医界有名,,"医界有名, 积分 57, 距离下一级还需 94 积分",[]
space-uid-3484285.html,U00109,realid_validated,level_0,青***茶,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '实名认证', '持之以恒LV2']"
space-uid-2416588.html,U00110,md1_validated,level_1,思*,3.0,初入杏林,,"初入杏林, 积分 2, 距离下一级还需 1 积分","['实名认证', '医师资格认证']"
space-uid-2768722.html,U00111,,level_0,无**心,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['我爱企鹅', '持之以恒LV2']"
space-uid-4536079.html,U00112,,level_0,z****1,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['持之以恒LV2']
space-uid-2725996.html,U00113,md1_validated,level_3,s****g,10.0,仁者爱医,,"仁者爱医, 积分 5, 距离下一级还需 16 积分","['医师资格认证', '实名认证', '持之以恒LV5']"
space-uid-7044677.html,U00114,,level_0,u****9,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4573716.html,U00115,,level_0,q****1,,访问学者,2014-7-20 06:57 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4309686.html,U00116,,level_0,l****0,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['持之以恒LV5', '持之以恒LV6']"
space-uid-704606.html,U00117,md1_validated,level_3,w****1,10.0,仁者爱医,,"仁者爱医, 积分 7, 距离下一级还需 14 积分","['我爱企鹅', '实名认证', '医师资格认证', '持之以恒LV1', '评论达人LV1', '人见人爱LV1']"
space-uid-707330.html,U00118,md2_validated,level_3,安**瓜,10.0,仁者爱医,,"仁者爱医, 积分 15, 距离下一级还需 6 积分","['实名认证', '主治医师中级职称认证']"
space-uid-2401911.html,U00119,,level_2,y****r,5.0,杏林医者,,"杏林医者, 积分 3, 距离下一级还需 2 积分",[]
space-uid-439297.html,U00120,,unk,d***n,30.0,医界有名,,"医界有名, 积分 122, 距离下一级还需 29 积分","['持之以恒LV1', '人见人爱LV1', '评论达人LV3', '年度优秀会员']"
space-uid-706100.html,U00121,md2_validated,level_3,泰*堂,10.0,仁者爱医,,"仁者爱医, 积分 11, 距离下一级还需 10 积分","['我爱企鹅', '实名认证', '医师资格认证', '主治医师中级职称认证', '持之以恒LV4']"
space-uid-4574351.html,U00122,,level_0,d****3,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4136003.html,U00123,realid_validated,level_0,z****1,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分","['实名认证', '持之以恒LV2']"
space-uid-4417203.html,U00124,md4_validated,level_1,健***想,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['实名认证', '主任医师高级职称认证', '持之以恒LV3', '快问医生', '资质认证']"
space-uid-1026398.html,U00125,,level_0,流**1,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-2505650.html,U00126,md1_validated,unk,项*峻,30.0,医界有名,,"医界有名, 积分 79, 距离下一级还需 72 积分","['我爱企鹅', '医师资格认证', '实名认证']"
space-uid-6346340.html,U00127,,level_0,g****1,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6376004.html,U00128,,level_0,姜***咪,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6507350.html,U00129,,level_0,l****5,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6514379.html,U00130,,level_0,冰***淇,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6531868.html,U00131,,level_0,G****6,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-862122.html,U00132,md1_validated,level_1,j****1,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['实名认证', '医师资格认证', '快问医生', '资质认证', '持之以恒LV2']"
space-uid-2575581.html,U00133,md1_validated,unk,想**拟,64.0,,临床第四区实习超版、专业组版主,,"['金钻晋级', '绿钻晋级', '蓝钻晋级', '晋级四级', '晋级三级', '15周年', '年度优秀版主', '我是美女', '我爱企鹅', '实名认证', '持之以恒LV1', '中秋', '人见人爱LV4', '医师资格认证', '快问医生', '资质认证']"
space-uid-6420327.html,U00134,,level_0,人***站,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6562109.html,U00135,,level_0,王**华,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6583529.html,U00136,,level_0,吉****8,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6924804.html,U00137,,level_0,u****2,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4427156.html,U00138,,level_0,d****x,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-1158641.html,U00139,,level_1,做**梦,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分",['持之以恒LV4']
space-uid-6377470.html,U00140,,level_0,e****7,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6502060.html,U00141,,level_0,王****2,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6682730.html,U00142,,level_0,a****0,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-1041083.html,U00143,,level_3,y****7,10.0,仁者爱医,,"仁者爱医, 积分 20, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-6751241.html,U00144,,level_0,u****0,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4270386.html,U00145,md1_validated,level_3,h****l,10.0,仁者爱医,,"仁者爱医, 积分 5, 距离下一级还需 16 积分","['医师资格认证', '实名认证', '快问医生', '我爱企鹅', '资质认证', '持之以恒LV6']"
space-uid-6817118.html,U00146,,level_0,u****2,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6953168.html,U00147,,level_0,哈****4,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-6562257.html,U00148,,level_0,丁**的,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-4744573.html,U00149,md_validated,level_3,w****3,10.0,仁者爱医,2016-9-11 10:09 上传,"仁者爱医, 积分 17, 距离下一级还需 4 积分","['快问医生', '资质认证', '持之以恒LV4']"
space-uid-4824376.html,U00150,,level_1,皮**鸟,3.0,初入杏林,,"初入杏林, 积分 1, 距离下一级还需 2 积分","['持之以恒LV5', '持之以恒LV6']"
space-uid-5101649.html,U00151,md_validated,level_6,z****i,40.0,医名赫赫,,"医名赫赫, 积分 170, 距离下一级还需 181 积分","['15周年', '持之以恒LV5', '持之以恒LV6', '快问医生', '资质认证']"
space-uid-834059.html,U00152,md_validated,level_3,付*,10.0,仁者爱医,,"仁者爱医, 积分 5, 距离下一级还需 16 积分","['我爱企鹅', '实名认证', '快问医生', '持之以恒LV3', '资质认证']"
space-uid-7044597.html,U00153,,level_0,u****4,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-685499.html,U00154,,level_1,l****4,3.0,初入杏林,2023-6-26 21:20 上传,"初入杏林, 积分 2, 距离下一级还需 1 积分",[]
space-uid-6898830.html,U00155,md_validated,level_3,a****v,10.0,仁者爱医,,"仁者爱医, 积分 5, 距离下一级还需 16 积分","['快问医生', '权威医生', '持之以恒LV6']"
space-uid-5949209.html,U00156,,level_0,s***x,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['持之以恒LV2']
space-uid-66690.html,U00157,,level_3,d****8,10.0,仁者爱医,2023-7-22 22:24 上传,"仁者爱医, 积分 7, 距离下一级还需 14 积分",['持之以恒LV4']
space-uid-485882.html,U00158,,level_0,深***8,,访问学者,2023-7-28 11:03 上传,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-2780511.html,U00159,,level_1,福*堂,3.0,初入杏林,2023-8-5 17:00 上传,"初入杏林, 积分 2, 距离下一级还需 1 积分",['我爱企鹅']
space-uid-1098675.html,U00160,,level_3,医**圆,10.0,仁者爱医,,"仁者爱医, 积分 20, 距离下一级还需 1 积分",['持之以恒LV4']
space-uid-483924.html,U00161,,level_1,j*d,3.0,初入杏林,2023-8-9 16:40 上传,"初入杏林, 积分 2, 距离下一级还需 1 积分",[]
space-uid-869592.html,U00162,,level_6,水*华,40.0,医名赫赫,,"医名赫赫, 积分 174, 距离下一级还需 177 积分",['我爱企鹅']
space-uid-372003.html,U00163,,level_3,s****g,10.0,仁者爱医,,"仁者爱医, 积分 9, 距离下一级还需 12 积分",[]
space-uid-185132.html,U00164,md2_validated,unk,快***虫,16.0,,皮肤版VIP嘉宾,,"['实名认证', '医师资格认证', '主治医师中级职称认证', '晋级四级', '晋级一级', '晋级一级', '荣誉会员']"
space-uid-1039018.html,U00165,md1_validated,level_3,c***a,10.0,仁者爱医,,"仁者爱医, 积分 16, 距离下一级还需 5 积分","['实名认证', '医师资格认证', '持之以恒LV6']"
space-uid-828594.html,U00166,md1_validated,level_6,学****号,40.0,医名赫赫,,"医名赫赫, 积分 169, 距离下一级还需 182 积分","['医师资格认证', '持之以恒LV1']"
space-uid-942611.html,U00167,,level_0,l****e,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",['持之以恒LV3']
space-uid-1089900.html,U00168,,level_3,坚****4,10.0,仁者爱医,,"仁者爱医, 积分 19, 距离下一级还需 2 积分",['持之以恒LV1']
space-uid-1030183.html,U00169,,level_3,小**鹿,10.0,仁者爱医,,"仁者爱医, 积分 6, 距离下一级还需 15 积分",[]
space-uid-30915.html,U00170,,level_0,寻**子,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-714646.html,U00171,,level_4,L****E,20.0,崭露头角,,"崭露头角, 积分 30, 距离下一级还需 21 积分","['我爱企鹅', '持之以恒LV2']"
space-uid-111985.html,U00172,,level_0,w****8,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-579144.html,U00173,,level_3,张*辉,10.0,仁者爱医,,"仁者爱医, 积分 7, 距离下一级还需 14 积分",['我爱企鹅']
space-uid-1149223.html,U00174,,level_0,无**生,,访问学者,,"访问学者, 积分 0, 距离下一级还需 1 积分",[]
space-uid-545817.html,U00175,md1_validated,level_3,l****2,10.0,仁者爱医,,"仁者爱医, 积分 6, 距离下一级还需 15 积分","['实名认证', '医师资格认证', '快问医生', '资质认证']"
space-uid-1110031.html,U00176,,level_3,宝**皮,10.0,仁者爱医,,"仁者爱医, 积分 7, 距离下一级还需 14 积分",[]
